module,macro_module,reaction_category,reaction_type,family_key,raw_pair_count,reactions_pair_count,clean_full_positive_count,clean_positive_count,fullrule_seen_count,fullrule_hit_count,high_evidence_pair_count,manual_literature_pair_count,raw_to_reactions_retention,reactions_to_clean_full_retention,reactions_to_clean_retention,fullrule_generation_recall_seen,missing_from_clean_full,round4_recommended_action
C,protein_amino_acid,Lysine metabolism,HMR_6975,protein_amino_acid :: Lysine metabolism :: HMR_6975,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,L-2-Aminoadipate-6-Semialdehyde:NAD+ 6-Oxidoreductase Lysine Degradation,protein_amino_acid :: Lysine metabolism :: L-2-Aminoadipate-6-Semialdehyde:NAD+ 6-Oxidoreductase Lysine Degradation,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,"L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial","protein_amino_acid :: Lysine metabolism :: L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,L-Lysine:oxygen 2-oxidoreductase (decarboxylating),protein_amino_acid :: Lysine metabolism :: L-Lysine:oxygen 2-oxidoreductase (decarboxylating),1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,"L-Pipecolate Oxidase, Peroxisomal","protein_amino_acid :: Lysine metabolism :: L-Pipecolate Oxidase, Peroxisomal",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,L-pipecolate oxidase (1.5.3.7),protein_amino_acid :: Lysine metabolism :: L-pipecolate oxidase (1.5.3.7),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,Piperideine dehydrogenase,protein_amino_acid :: Lysine metabolism :: Piperideine dehydrogenase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,Ppd2Cspp,protein_amino_acid :: Lysine metabolism :: Ppd2Cspp,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,RXN-8243.c,protein_amino_acid :: Lysine metabolism :: RXN-8243.c,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,S-Adenosyl-L-Methionine:Cytochrome-C-L-Lysine N6-Methyltransferase,protein_amino_acid :: Lysine metabolism :: S-Adenosyl-L-Methionine:Cytochrome-C-L-Lysine N6-Methyltransferase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,Signal Peptidase I,protein_amino_acid :: Lysine metabolism :: Signal Peptidase I,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,Succinyldiaminopimelate transaminase,protein_amino_acid :: Lysine metabolism :: Succinyldiaminopimelate transaminase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,Virtual ReactionPotential Definition,protein_amino_acid :: Lysine metabolism :: Virtual ReactionPotential Definition,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,diaminopimelate dehydrogenase,protein_amino_acid :: Lysine metabolism :: diaminopimelate dehydrogenase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,dihydrodipicolinate reductase (NADPH),protein_amino_acid :: Lysine metabolism :: dihydrodipicolinate reductase (NADPH),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,glutaryl-CoA synthetase,protein_amino_acid :: Lysine metabolism :: glutaryl-CoA synthetase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,homocitrate synthase,protein_amino_acid :: Lysine metabolism :: homocitrate synthase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Lysine metabolism,tetrahydrodipicolinate succinylase,protein_amino_acid :: Lysine metabolism :: tetrahydrodipicolinate succinylase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,"1, 2-Dihydroxy-5- (Methylthio)Pent-1-En-3-One:Oxygen Oxidoreductase (Formate- And Co-Forming)","protein_amino_acid :: Methionine and cysteine metabolism :: 1, 2-Dihydroxy-5- (Methylthio)Pent-1-En-3-One:Oxygen Oxidoreductase (Formate- And Co-Forming)",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate isomerase,protein_amino_acid :: Methionine and cysteine metabolism :: 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate isomerase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,3-Sulfinopyruvate Hydrolase (Spotaneous Reaction),protein_amino_acid :: Methionine and cysteine metabolism :: 3-Sulfinopyruvate Hydrolase (Spotaneous Reaction),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,"3-Sulfinopyruvate Hydrolase (Spotaneous Reaction), Mitochondrial","protein_amino_acid :: Methionine and cysteine metabolism :: 3-Sulfinopyruvate Hydrolase (Spotaneous Reaction), Mitochondrial",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,Cysteine Desulfhydrase,protein_amino_acid :: Methionine and cysteine metabolism :: Cysteine Desulfhydrase,1,1,0,0,1,1,0,0,1.0,0.0,0.0,1.0,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,Histamine N-Methyltransferase,protein_amino_acid :: Methionine and cysteine metabolism :: Histamine N-Methyltransferase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,L-Amino-Acid Oxidase,protein_amino_acid :: Methionine and cysteine metabolism :: L-Amino-Acid Oxidase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,L-Serine Ammonia-Lyase Ec:4.3.1.17,protein_amino_acid :: Methionine and cysteine metabolism :: L-Serine Ammonia-Lyase Ec:4.3.1.17,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,L-cysteine sulfinic acid desulfurase,protein_amino_acid :: Methionine and cysteine metabolism :: L-cysteine sulfinic acid desulfurase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,Methionine Adenosyltransferase,protein_amino_acid :: Methionine and cysteine metabolism :: Methionine Adenosyltransferase,1,1,0,0,1,1,0,0,1.0,0.0,0.0,1.0,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,O-acetylhomoserine (thiol)-lyase,protein_amino_acid :: Methionine and cysteine metabolism :: O-acetylhomoserine (thiol)-lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,Putrescine:Oxygen Oxidoreductase (Deaminating),protein_amino_acid :: Methionine and cysteine metabolism :: Putrescine:Oxygen Oxidoreductase (Deaminating),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,S-ribosylhomocysteine cleavage enzyme,protein_amino_acid :: Methionine and cysteine metabolism :: S-ribosylhomocysteine cleavage enzyme,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,homocysteine S-methyltransferase,protein_amino_acid :: Methionine and cysteine metabolism :: homocysteine S-methyltransferase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Methionine and cysteine metabolism,methionine g lyase,protein_amino_acid :: Methionine and cysteine metabolism :: methionine g lyase,1,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Miscellaneous,"(S)-2-Methylbutanoyl Coenzyme A:Enzyme N6- (Dihydrolipoyl)Lysine S- (2-Methylbutanoyl)Transferase Valine, Leucine And Isoleucine Degradation","protein_amino_acid :: Miscellaneous :: (S)-2-Methylbutanoyl Coenzyme A:Enzyme N6- (Dihydrolipoyl)Lysine S- (2-Methylbutanoyl)Transferase Valine, Leucine And Isoleucine Degradation",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Miscellaneous,5-Phosphonooxy-L-Lysine Phospho-Lyase,protein_amino_acid :: Miscellaneous :: 5-Phosphonooxy-L-Lysine Phospho-Lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"2,3-dihydroxycinnamate dehydrogenase","protein_amino_acid :: Phenylalanine metabolism :: 2,3-dihydroxycinnamate dehydrogenase",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"2,3-dihydroxyphenylpropionate dehydrogenase","protein_amino_acid :: Phenylalanine metabolism :: 2,3-dihydroxyphenylpropionate dehydrogenase",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,2-Phenylacetamide Amidohydrolase,protein_amino_acid :: Phenylalanine metabolism :: 2-Phenylacetamide Amidohydrolase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase","protein_amino_acid :: Phenylalanine metabolism :: 2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,2-hydroxy-6-ketononotrienedioate hydrolase,protein_amino_acid :: Phenylalanine metabolism :: 2-hydroxy-6-ketononotrienedioate hydrolase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,2-oxopent-4-enoate hydratase,protein_amino_acid :: Phenylalanine metabolism :: 2-oxopent-4-enoate hydratase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,3-Dehydroshikimate hydro-lyase,protein_amino_acid :: Phenylalanine metabolism :: 3-Dehydroshikimate hydro-lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"3-dehydroquinate dehydratase, irreversible","protein_amino_acid :: Phenylalanine metabolism :: 3-dehydroquinate dehydratase, irreversible",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,3-dehydroquinate synthase,protein_amino_acid :: Phenylalanine metabolism :: 3-dehydroquinate synthase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,3-hydroxycinnamate hydroxylase,protein_amino_acid :: Phenylalanine metabolism :: 3-hydroxycinnamate hydroxylase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,4-Hydroxybenzoyl Coenzyme A Hydrolase,protein_amino_acid :: Phenylalanine metabolism :: 4-Hydroxybenzoyl Coenzyme A Hydrolase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,4-hydroxy-2-oxopentanoate aldolase,protein_amino_acid :: Phenylalanine metabolism :: 4-hydroxy-2-oxopentanoate aldolase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Cinnamate dioxygenase,protein_amino_acid :: Phenylalanine metabolism :: Cinnamate dioxygenase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,HMR_6802,protein_amino_acid :: Phenylalanine metabolism :: HMR_6802,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,HMR_6822,protein_amino_acid :: Phenylalanine metabolism :: HMR_6822,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Indolepyruvate ferredoxin oxidoreductase (phenylpyvurate),protein_amino_acid :: Phenylalanine metabolism :: Indolepyruvate ferredoxin oxidoreductase (phenylpyvurate),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,L-Phenylalanine Carboxy-Lyase,protein_amino_acid :: Phenylalanine metabolism :: L-Phenylalanine Carboxy-Lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,L-Phenylalanine:Oxygen Oxidoreductase (Decarboxylating),protein_amino_acid :: Phenylalanine metabolism :: L-Phenylalanine:Oxygen Oxidoreductase (Decarboxylating),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"L-Tyrosine, L-Dopa:Oxygen Oxidoreductase","protein_amino_acid :: Phenylalanine metabolism :: L-Tyrosine, L-Dopa:Oxygen Oxidoreductase",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,L-Tyrosine:Oxygen Oxidoreductase,protein_amino_acid :: Phenylalanine metabolism :: L-Tyrosine:Oxygen Oxidoreductase,1,1,0,1,1,1,0,0,1.0,0.0,1.0,1.0,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Melilotate 3-monooxygenase,protein_amino_acid :: Phenylalanine metabolism :: Melilotate 3-monooxygenase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Phenethylamine Oxidase,protein_amino_acid :: Phenylalanine metabolism :: Phenethylamine Oxidase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"Phenylacetate Coenzyme A Ligase, Mitochondrial","protein_amino_acid :: Phenylalanine metabolism :: Phenylacetate Coenzyme A Ligase, Mitochondrial",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Phenylacetate acetylhydrolase,protein_amino_acid :: Phenylalanine metabolism :: Phenylacetate acetylhydrolase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Phenylacetate-CoA ligase,protein_amino_acid :: Phenylalanine metabolism :: Phenylacetate-CoA ligase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Phenyllactate dehydratase,protein_amino_acid :: Phenylalanine metabolism :: Phenyllactate dehydratase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Phenylpropanoate Dioxygenase,protein_amino_acid :: Phenylalanine metabolism :: Phenylpropanoate Dioxygenase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Phenylpyruvate decarboxylase,protein_amino_acid :: Phenylalanine metabolism :: Phenylpyruvate decarboxylase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"Phenylpyruvate:Oxygen Oxidoreductase (Hydroxylating, Decarboxylating)","protein_amino_acid :: Phenylalanine metabolism :: Phenylpyruvate:Oxygen Oxidoreductase (Hydroxylating, Decarboxylating)",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,Steryl-Sulfatase,protein_amino_acid :: Phenylalanine metabolism :: Steryl-Sulfatase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,chorismate mutase,protein_amino_acid :: Phenylalanine metabolism :: chorismate mutase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,chorismate synthase,protein_amino_acid :: Phenylalanine metabolism :: chorismate synthase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,"quinine, NADPH2:oxygen oxidoreductase","protein_amino_acid :: Phenylalanine metabolism :: quinine, NADPH2:oxygen oxidoreductase",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Phenylalanine metabolism,shikimate kinase,protein_amino_acid :: Phenylalanine metabolism :: shikimate kinase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Porphyrin and chlorophyll metabolism,S-adenosyl-L-methionine:magnesium-protoporphyrin-IX O-methyltransferase,protein_amino_acid :: Porphyrin and chlorophyll metabolism :: S-adenosyl-L-methionine:magnesium-protoporphyrin-IX O-methyltransferase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Protein modification,[Protein ADP-Ribosylarginine] Hydrolase,protein_amino_acid :: Protein modification :: [Protein ADP-Ribosylarginine] Hydrolase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Respiration,"Extracellular electron shuttle, cysteine to oxygen, F. prausnitzii specific","protein_amino_acid :: Respiration :: Extracellular electron shuttle, cysteine to oxygen, F. prausnitzii specific",1,1,0,0,1,1,0,0,1.0,0.0,0.0,1.0,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Selenoamino acid metabolism,Methionine Synthase,protein_amino_acid :: Selenoamino acid metabolism :: Methionine Synthase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Stickland reaction,"L-leucine Stickland reaction, second step","protein_amino_acid :: Stickland reaction :: L-leucine Stickland reaction, second step",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Stickland reaction,"L-valine Stickland reaction, second step","protein_amino_acid :: Stickland reaction :: L-valine Stickland reaction, second step",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Taurine and hypotaurine metabolism,Cysteine Oxidase,protein_amino_acid :: Taurine and hypotaurine metabolism :: Cysteine Oxidase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Terpenoid backbone biosynthesis,S-prenyl-L-cysteine:oxygen oxidoreductase,protein_amino_acid :: Terpenoid backbone biosynthesis :: S-prenyl-L-cysteine:oxygen oxidoreductase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tetrahydrobiopterin metabolism,"L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)","protein_amino_acid :: Tetrahydrobiopterin metabolism :: L-Tryptophan, Tetrahydrobiopterin:Oxygen Oxidoreductase (5-Hydroxylating)",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"3-Hydroxyanthranilate 3, 4-Dioxygenase","protein_amino_acid :: Tryptophan metabolism :: 3-Hydroxyanthranilate 3, 4-Dioxygenase",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,3-Hydroxykynurenamine Decarboxy-Lyase,protein_amino_acid :: Tryptophan metabolism :: 3-Hydroxykynurenamine Decarboxy-Lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,3-Hydroxykynurenamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),protein_amino_acid :: Tryptophan metabolism :: 3-Hydroxykynurenamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"4- (2-Aminophenyl)-2, 4-Dioxobutanoate Dehydratase","protein_amino_acid :: Tryptophan metabolism :: 4- (2-Aminophenyl)-2, 4-Dioxobutanoate Dehydratase",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,5-Hydroxy-L-Tryptophan Decarboxy-Lyase,protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxy-L-Tryptophan Decarboxy-Lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"5-Hydroxy-L-Tryptophan:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)","protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxy-L-Tryptophan:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial","protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxyindoleacetaldehyde:Oxygen Oxidoreductase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,5-Hydroxykynurenamine Decarboxy-Lyase,protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxykynurenamine Decarboxy-Lyase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,5-Hydroxykynurenamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxykynurenamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"5-Hydroxytryptamine:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)","protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxytryptamine:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)",1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,5-Hydroxytryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),protein_amino_acid :: Tryptophan metabolism :: 5-Hydroxytryptamine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,Acetyl Coenzyme A C-Acetyltransferase,protein_amino_acid :: Tryptophan metabolism :: Acetyl Coenzyme A C-Acetyltransferase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,Acetyl Coenzyme A:Aralkylamine N-Acetyltransferase,protein_amino_acid :: Tryptophan metabolism :: Acetyl Coenzyme A:Aralkylamine N-Acetyltransferase,1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD)","protein_amino_acid :: Tryptophan metabolism :: Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD)",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,"Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD), Mitochondrial","protein_amino_acid :: Tryptophan metabolism :: Aldehyde Dehydrogenase (Indole-3-Acetaldehyde, NAD), Mitochondrial",1,1,0,0,0,0,0,0,1.0,0.0,0.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,Catalase,protein_amino_acid :: Tryptophan metabolism :: Catalase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,Kynurenine 3-Monooxygenase,protein_amino_acid :: Tryptophan metabolism :: Kynurenine 3-Monooxygenase,1,1,0,1,0,0,0,0,1.0,0.0,1.0,,1,add_or_import_family_rules_before_retraining
C,protein_amino_acid,Tryptophan metabolism,L-Tryptophan Decarboxy-Lyase,protein_amino_acid :: Tryptophan metabolism :: L-Tryptophan Decarboxy-Lyase,1,1,0,0,1,1,0,0,1.0,0.0,0.0,1.0,1,add_or_import_family_rules_before_retraining
